State00,PUMA00,GEOID00,GISJOIN00,State10,PUMA10,GEOID10,GISJOIN10,State10_Name,PUMA10_Name,CPUMA00,CPUMA10,PUMA00_Pop00,PUMA10_Pop00,Part_Pop00,pPUMA00_Pop00,pPUMA10_Pop00,PUMA00_Pop10,PUMA10_Pop10,Part_Pop10,pPUMA00_Pop10,pPUMA10_Pop10,PUMA00_Land,PUMA10_Land,Part_Land,pPUMA00_Land,pPUMA10_Land,county_fips,area,climate_reg_recs
06,00500,0600500,G06000500,06,00701,0600701,G06000701,California,Butte County (Northwest)--Chico City,61,60,114318,100502,0,0,0,126790,111389,0,0,0,22245581644,1319174546,66604,0,0.01,007,1330358685.6025512,Hot-Dry & Mixed Dry
06,00500,0600500,G06000500,06,01100,0601100,G06001100,California,"Colusa, Glenn, Tehama & Trinity Counties",61,61,114318,114318,114318,100,100,126790,126790,126790,100,100,22245581644,22245520021,22245473346,100,100,105,8305245731.901913,Hot-Dry & Mixed Dry
06,00500,0600500,G06000500,06,03300,0603300,G06003300,California,Lake & Mendocino Counties,61,70,114318,144574,0,0,0,126790,152506,0,0,0,22245581644,12328147908,34620,0,0,045,9090108502.806658,Marine
06,00500,0600500,G06000500,06,08900,0608900,G06008900,California,Shasta County--Redding City,61,146,114318,163256,0,0,0,126790,177223,0,0,0,22245581644,9777999196,528,0,0,089,9962251945.349266,Hot-Dry & Mixed Dry
06,00500,0600500,G06000500,06,11300,0611300,G06011300,California,"Yolo County--Davis, Woodland & West Sacramento Cities",61,158,114318,168660,0,0,0,126790,200849,0,0,0,22245581644,2625495216,6546,0,0,113,2649202865.3108597,Hot-Dry & Mixed Dry
06,00600,0600600,G06000600,06,00701,0600701,G06000701,California,Butte County (Northwest)--Chico City,60,60,203171,100502,100502,49.47,100,220006,111389,111389,50.63,100,4237065892,1319174546,1319107942,31.13,99.99,007,1330358685.6025512,Hot-Dry & Mixed Dry
06,00600,0600600,G06000600,06,00702,0600702,G06000702,California,Butte County (Southeast)--Oroville City & Paradise Town,60,60,203171,102669,102669,50.53,100,220006,108611,108611,49.37,100,4237065892,2917896044,2917816721,68.86,100,007,3012283840.5476446,Hot-Dry & Mixed Dry
06,00600,0600600,G06000600,06,01100,0601100,G06001100,California,"Colusa, Glenn, Tehama & Trinity Counties",60,61,203171,114318,0,0,0,220006,126790,0,0,0,4237065892,22245520021,35309,0,0,105,8305245731.901913,Hot-Dry & Mixed Dry
06,00600,0600600,G06000600,06,01500,0601500,G06001500,California,"Del Norte, Lassen, Modoc, Plumas & Siskiyou Counties",60,63,203171,135909,0,0,0,220006,138098,0,0,0,4237065892,47316936108,2096,0,0,093,16437321944.521894,Cold & Very Cold
06,00600,0600600,G06000600,06,10100,0610100,G06010100,California,Sutter & Yuba Counties--Yuba City,60,154,203171,139149,0,0,0,220006,166892,6,0,0,4237065892,3194675439,103824,0,0,115,1666840508.4263637,Hot-Dry & Mixed Dry
06,00700,0600700,G06000700,06,00702,0600702,G06000702,California,Butte County (Southeast)--Oroville City & Paradise Town,63,60,116412,102669,0,0,0,122011,108611,0,0,0,11561253940,2917896044,38762,0,0,007,3012283840.5476446,Hot-Dry & Mixed Dry
06,00700,0600700,G06000700,06,01100,0601100,G06001100,California,"Colusa, Glenn, Tehama & Trinity Counties",63,61,116412,114318,0,0,0,122011,126790,0,0,0,11561253940,22245520021,7388,0,0,105,8305245731.901913,Hot-Dry & Mixed Dry
06,00700,0600700,G06000700,06,01500,0601500,G06001500,California,"Del Norte, Lassen, Modoc, Plumas & Siskiyou Counties",63,63,116412,135909,20824,17.89,15.32,122011,138098,20007,16.4,14.49,11561253940,47316936108,6611958752,57.19,13.97,093,16437321944.521894,Cold & Very Cold
06,00700,0600700,G06000700,06,05700,0605700,G06005700,California,Nevada & Sierra Counties,63,63,116412,95588,95588,82.11,100,122011,102004,102004,83.6,100,11561253940,4949050404,4949050404,42.81,100,057,2520559204.922687,Cold & Very Cold
06,00700,0600700,G06000700,06,06103,0606103,G06006103,California,Placer County (East/High Country Region)--Auburn & Colfax Cities,63,108,116412,106299,0,0,0,122011,111831,0,0,0,11561253940,3093287228,20384,0,0,061,3338723024.91518,Hot-Dry & Mixed Dry
06,00700,0600700,G06000700,06,10100,0610100,G06010100,California,Sutter & Yuba Counties--Yuba City,63,154,116412,139149,0,0,0,122011,166892,0,0,0,11561253940,3194675439,178250,0,0.01,115,1666840508.4263637,Hot-Dry & Mixed Dry
06,00800,0600800,G06000800,06,00702,0600702,G06000702,California,Butte County (Southeast)--Oroville City & Paradise Town,154,60,139149,102669,0,0,0,166886,108611,0,0,0,3194197986,2917896044,40562,0,0,007,3012283840.5476446,Hot-Dry & Mixed Dry
06,00800,0600800,G06000800,06,06103,0606103,G06006103,California,Placer County (East/High Country Region)--Auburn & Colfax Cities,154,108,139149,106299,0,0,0,166886,111831,0,0,0,3194197986,3093287228,19350,0,0,061,3338723024.91518,Hot-Dry & Mixed Dry
06,00800,0600800,G06000800,06,10100,0610100,G06010100,California,Sutter & Yuba Counties--Yuba City,154,154,139149,139149,139149,100,100,166886,166892,166886,100,100,3194197986,3194675439,3194138074,100,99.98,115,1666840508.4263637,Hot-Dry & Mixed Dry
06,00900,0600900,G06000900,06,11300,0611300,G06011300,California,"Yolo County--Davis, Woodland & West Sacramento Cities",158,158,168660,168660,168660,100,100,200849,200849,200849,100,100,2625457857,2625495216,2625457857,100,100,113,2649202865.3108597,Hot-Dry & Mixed Dry
06,01000,0601000,G06001000,06,05500,0605500,G06005500,California,Napa County--Napa City,105,105,124279,124279,124279,100,100,136484,136484,136484,100,100,1938246015,1938246015,1938246015,100,100,055,2036355330.3627524,Marine
06,01101,0601101,G06001101,06,09701,0609701,G06009701,California,"Sonoma County (North)--Windsor Town, Healdsburg & Sonoma Cities",150,150,177541,177541,177541,100,100,179083,179083,179083,100,100,3503884157,3503884157,3503884157,100,100,097,3526772181.1158934,Marine
06,01102,0601102,G06001102,06,09702,0609702,G06009702,California,"Sonoma County (South)--Petaluma, Rohnert Park & Cotati Cities",151,151,115251,115251,115251,100,100,120153,120153,120153,100,100,344466282,344466282,344466282,100,100,097,348173736.7417243,Marine
06,01103,0601103,G06001103,06,09703,0609703,G06009703,California,Sonoma County (Central)--Santa Rosa City,152,152,165822,165822,165822,100,100,184642,184642,184642,100,100,233079864,233079864,233079864,100,100,097,233697119.1018419,Marine
06,01201,0601201,G06001201,06,04101,0604101,G06004101,California,Marin County (North & West)--Novato & San Rafael (North) Cities,101,101,100916,100916,100916,100,100,104847,104847,104847,100,100,1217881599,1217866433,1217805509,99.99,99.99,041,1230306919.2651236,Marine
06,01201,0601201,G06001201,06,04102,0604102,G06004102,California,"Marin County (Southeast)--San Rafael (South), Mill Valley & Sausalito Cities",101,102,100916,146373,0,0,0,104847,147562,0,0,0,1217881599,129710343,76090,0.01,0.06,041,129686763.54412773,Marine
06,01202,0601202,G06001202,06,04101,0604101,G06004101,California,Marin County (North & West)--Novato & San Rafael (North) Cities,102,101,146373,100916,0,0,0,147562,104847,0,0,0,129695178,1217866433,60925,0.05,0.01,041,1230306919.2651236,Marine
06,01202,0601202,G06001202,06,04102,0604102,G06004102,California,"Marin County (Southeast)--San Rafael (South), Mill Valley & Sausalito Cities",102,102,146373,146373,146373,100,100,147562,147562,147562,100,100,129695178,129710343,129634253,99.95,99.94,041,129686763.54412773,Marine
06,01301,0601301,G06001301,06,09501,0609501,G06009501,California,Solano County (Southwest)--Vallejo & Benicia Cities,147,147,146849,146849,146849,100,100,144838,144838,144838,100,100,178570812,178570812,178570812,100,100,095,183235470.76823017,Hot-Dry & Mixed Dry
06,01302,0601302,G06001302,06,09502,0609502,G06009502,California,Solano County (Central)--Fairfield & Suisun City Cities,148,148,126603,126603,126603,100,100,138815,138815,138815,100,100,541633223,541633223,541633223,100,100,095,567297242.8785235,Hot-Dry & Mixed Dry
06,01303,0601303,G06001303,06,09503,0609503,G06009503,California,Solano County (Northeast)--Vacaville & Dixon Cities,149,149,121090,121090,121090,100,100,129691,129691,129691,100,100,1404426188,1404426188,1404426188,100,100,095,1438056655.1331587,Hot-Dry & Mixed Dry
06,01401,0601401,G06001401,06,06704,0606704,G06006704,California,"Sacramento County (North Central)--North Highlands, Foothill Farms & McClellan Park",112,112,127590,121463,0,0,0,186984,119698,0,0,0,100711388,65364427,12039,0.01,0.02,067,65613133.646038845,Hot-Dry & Mixed Dry
06,01401,0601401,G06001401,06,06705,0606705,G06006705,California,Sacramento County (Northwest)--Sacramento City (Northwest/Natomas),112,112,127590,45882,45154,35.39,98.41,186984,104243,103525,55.37,99.31,100711388,158967170,54072606,53.69,34.01,067,162670541.08444104,Hot-Dry & Mixed Dry
06,01401,0601401,G06001401,06,06706,0606706,G06006706,California,"Sacramento County (North)--Sacramento City (North), Antelope & Rio Linda",112,112,127590,105693,49781,39.02,47.1,186984,116635,51092,27.32,43.81,100711388,95355896,30149969,29.94,31.62,067,95365321.91878821,Hot-Dry & Mixed Dry
06,01401,0601401,G06001401,06,06707,0606707,G06006707,California,Sacramento County (West)--Sacramento City (Central/Downtown & Midtown),112,112,127590,115939,32655,25.59,28.17,186984,113698,32367,17.31,28.47,100711388,65657583,16476773,16.36,25.1,067,68193843.89974873,Hot-Dry & Mixed Dry
06,01402,0601402,G06001402,06,06703,0606703,G06006703,California,"Sacramento County (North Central)--Arden-Arcade, Carmichael & Fair Oaks (West)",112,112,108826,110710,0,0,0,105208,109370,58,0.06,0.05,70982918,68660157,37011,0.05,0.05,067,69876083.25429541,Hot-Dry & Mixed Dry
06,01402,0601402,G06001402,06,06704,0606704,G06006704,California,"Sacramento County (North Central)--North Highlands, Foothill Farms & McClellan Park",112,112,108826,121463,104,0.1,0.09,105208,119698,38,0.04,0.03,70982918,65364427,3121205,4.4,4.78,067,65613133.646038845,Hot-Dry & Mixed Dry
06,01402,0601402,G06001402,06,06707,0606707,G06006707,California,Sacramento County (West)--Sacramento City (Central/Downtown & Midtown),112,112,108826,115939,42068,38.66,36.28,105208,113698,41388,39.34,36.4,70982918,65657583,26560909,37.42,40.45,067,68193843.89974873,Hot-Dry & Mixed Dry
06,01402,0601402,G06001402,06,06708,0606708,G06006708,California,"Sacramento County--Sacramento City (Southeast/Fruitridge, Avondale & Depot Park)",112,112,108826,135743,66654,61.25,49.1,105208,133058,63724,60.57,47.89,70982918,115303785,41263793,58.13,35.79,067,115314881.68115819,Hot-Dry & Mixed Dry
06,01403,0601403,G06001403,06,06707,0606707,G06006707,California,Sacramento County (West)--Sacramento City (Central/Downtown & Midtown),112,112,170602,115939,33009,19.35,28.47,174301,113698,31457,18.05,27.67,79073749,65657583,17093097,21.62,26.03,067,68193843.89974873,Hot-Dry & Mixed Dry
06,01403,0601403,G06001403,06,06708,0606708,G06006708,California,"Sacramento County--Sacramento City (Southeast/Fruitridge, Avondale & Depot Park)",112,112,170602,135743,3532,2.07,2.6,174301,133058,3903,2.24,2.93,79073749,115303785,1986382,2.51,1.72,067,115314881.68115819,Hot-Dry & Mixed Dry
06,01403,0601403,G06001403,06,06709,0606709,G06006709,California,"Sacramento County--Sacramento City (Southwest/Pocket, Meadowview & North Laguna)",112,112,170602,133049,133049,77.99,100,174301,137826,137826,79.07,100,79073749,58948771,58034742,73.39,98.45,067,60818153.25573156,Hot-Dry & Mixed Dry
06,01403,0601403,G06001403,06,06710,0606710,G06006710,California,Sacramento County (Central)--Elk Grove City,112,112,170602,81262,1007,0.59,1.24,174301,152642,1082,0.62,0.71,79073749,105988401,1369094,1.73,1.29,067,106859669.34620614,Hot-Dry & Mixed Dry
06,01403,0601403,G06001403,06,06711,0606711,G06006711,California,"Sacramento County (South)--Galt, Isleton Cities & Delta Region",112,112,170602,80564,5,0,0.01,174301,106501,33,0.02,0.03,79073749,1425317236,590434,0.75,0.04,067,1482539898.175776,Hot-Dry & Mixed Dry
06,01501,0601501,G06001501,06,06704,0606704,G06006704,California,"Sacramento County (North Central)--North Highlands, Foothill Farms & McClellan Park",112,112,133925,121463,77285,57.71,63.63,143011,119698,76750,53.67,64.12,214357430,65364427,44257940,20.65,67.71,067,65613133.646038845,Hot-Dry & Mixed Dry
06,01501,0601501,G06001501,06,06705,0606705,G06006705,California,Sacramento County (Northwest)--Sacramento City (Northwest/Natomas),112,112,133925,45882,728,0.54,1.59,143011,104243,718,0.5,0.69,214357430,158967170,104894564,48.93,65.99,067,162670541.08444104,Hot-Dry & Mixed Dry
06,01501,0601501,G06001501,06,06706,0606706,G06006706,California,"Sacramento County (North)--Sacramento City (North), Antelope & Rio Linda",112,112,133925,105693,55912,41.75,52.9,143011,116635,65543,45.83,56.19,214357430,95355896,65204927,30.42,68.38,067,95365321.91878821,Hot-Dry & Mixed Dry
06,01502,0601502,G06001502,06,06701,0606701,G06006701,California,Sacramento County (North Central)--Citrus Heights City,111,111,106738,106738,106738,100,100,105079,105079,105079,100,100,48666608,48672072,48666608,100,99.99,067,48666091.76827949,Hot-Dry & Mixed Dry
06,01503,0601503,G06001503,06,01700,0601700,G06001700,California,El Dorado County--El Dorado Hills,112,64,142880,156299,0,0,0,168306,181058,0,0,0,230755467,4422825065,3879,0,0,017,4625305196.036504,Hot-Dry & Mixed Dry
06,01503,0601503,G06001503,06,06702,0606702,G06006702,California,Sacramento County (Central)--Rancho Cordova City,112,112,142880,97081,8171,5.72,8.42,168306,110868,15622,9.28,14.09,230755467,179873083,91295006,39.56,50.76,067,181828565.54281622,Hot-Dry & Mixed Dry
06,01503,0601503,G06001503,06,06703,0606703,G06006703,California,"Sacramento County (North Central)--Arden-Arcade, Carmichael & Fair Oaks (West)",112,112,142880,110710,45334,31.73,40.95,168306,109370,44470,26.42,40.66,230755467,68660157,31803200,13.78,46.32,067,69876083.25429541,Hot-Dry & Mixed Dry
06,01503,0601503,G06001503,06,06712,0606712,G06006712,California,"Sacramento County (Northeast)--Folsom City, Orangevale & Fair Oaks (East)",112,112,142880,89375,89375,62.55,100,168306,109170,108214,64.3,99.12,230755467,108482996,107653382,46.65,99.24,067,115470881.30223536,Hot-Dry & Mixed Dry
06,01504,0601504,G06001504,06,06702,0606702,G06006702,California,Sacramento County (Central)--Rancho Cordova City,112,112,169571,97081,51916,30.62,53.48,165825,110868,49587,29.9,44.73,83526036,179873083,24250877,29.03,13.48,067,181828565.54281622,Hot-Dry & Mixed Dry
06,01504,0601504,G06001504,06,06703,0606703,G06006703,California,"Sacramento County (North Central)--Arden-Arcade, Carmichael & Fair Oaks (West)",112,112,169571,110710,65376,38.55,59.05,165825,109370,64842,39.1,59.29,83526036,68660157,36819946,44.08,53.63,067,69876083.25429541,Hot-Dry & Mixed Dry
06,01504,0601504,G06001504,06,06704,0606704,G06006704,California,"Sacramento County (North Central)--North Highlands, Foothill Farms & McClellan Park",112,112,169571,121463,44074,25.99,36.29,165825,119698,42910,25.88,35.85,83526036,65364427,17973244,21.52,27.5,067,65613133.646038845,Hot-Dry & Mixed Dry
06,01504,0601504,G06001504,06,06707,0606707,G06006707,California,Sacramento County (West)--Sacramento City (Central/Downtown & Midtown),112,112,169571,115939,8205,4.84,7.08,165825,113698,8486,5.12,7.46,83526036,65657583,4481969,5.37,6.83,067,68193843.89974873,Hot-Dry & Mixed Dry
06,01505,0601505,G06001505,06,06708,0606708,G06006708,California,"Sacramento County--Sacramento City (Southeast/Fruitridge, Avondale & Depot Park)",112,112,162285,135743,64121,39.51,47.24,183471,133058,63712,34.73,47.88,96744988,115303785,27160980,28.07,23.56,067,115314881.68115819,Hot-Dry & Mixed Dry
06,01505,0601505,G06001505,06,06709,0606709,G06006709,California,"Sacramento County--Sacramento City (Southwest/Pocket, Meadowview & North Laguna)",112,112,162285,133049,0,0,0,183471,137826,0,0,0,96744988,58948771,895781,0.93,1.52,067,60818153.25573156,Hot-Dry & Mixed Dry
06,01505,0601505,G06001505,06,06710,0606710,G06006710,California,Sacramento County (Central)--Elk Grove City,112,112,162285,81262,72748,44.83,89.52,183471,152642,92061,50.18,60.31,96744988,105988401,57590127,59.53,54.34,067,106859669.34620614,Hot-Dry & Mixed Dry
06,01505,0601505,G06001505,06,06711,0606711,G06006711,California,"Sacramento County (South)--Galt, Isleton Cities & Delta Region",112,112,162285,80564,25416,15.66,31.55,183471,106501,27698,15.1,26.01,96744988,1425317236,11098100,11.47,0.78,067,1482539898.175776,Hot-Dry & Mixed Dry
06,01506,0601506,G06001506,06,00300,0600300,G06000300,California,"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",112,59,101082,179291,0,0,0,185647,191208,0,0,0,1571312939,49496472367,13,0,0,027,26485161807.44328,Hot-Dry & Mixed Dry
06,01506,0601506,G06001506,06,06702,0606702,G06006702,California,Sacramento County (Central)--Rancho Cordova City,112,112,101082,97081,36994,36.6,38.11,185647,110868,45659,24.59,41.18,1571312939,179873083,64327199,4.09,35.76,067,181828565.54281622,Hot-Dry & Mixed Dry
06,01506,0601506,G06001506,06,06707,0606707,G06006707,California,Sacramento County (West)--Sacramento City (Central/Downtown & Midtown),112,112,101082,115939,2,0,0,185647,113698,0,0,0,1571312939,65657583,1044834,0.07,1.59,067,68193843.89974873,Hot-Dry & Mixed Dry
06,01506,0601506,G06001506,06,06708,0606708,G06006708,California,"Sacramento County--Sacramento City (Southeast/Fruitridge, Avondale & Depot Park)",112,112,101082,135743,1436,1.42,1.06,185647,133058,1719,0.93,1.29,1571312939,115303785,44892630,2.86,38.93,067,115314881.68115819,Hot-Dry & Mixed Dry
06,01506,0601506,G06001506,06,06709,0606709,G06006709,California,"Sacramento County--Sacramento City (Southwest/Pocket, Meadowview & North Laguna)",112,112,101082,133049,0,0,0,185647,137826,0,0,0,1571312939,58948771,18248,0,0.03,067,60818153.25573156,Hot-Dry & Mixed Dry
06,01506,0601506,G06001506,06,06710,0606710,G06006710,California,Sacramento County (Central)--Elk Grove City,112,112,101082,81262,7507,7.43,9.24,185647,152642,59499,32.05,38.98,1571312939,105988401,47029180,2.99,44.37,067,106859669.34620614,Hot-Dry & Mixed Dry
06,01506,0601506,G06001506,06,06711,0606711,G06006711,California,"Sacramento County (South)--Galt, Isleton Cities & Delta Region",112,112,101082,80564,55143,54.55,68.45,185647,106501,78770,42.43,73.96,1571312939,1425317236,1413375906,89.95,99.16,067,1482539898.175776,Hot-Dry & Mixed Dry
06,01506,0601506,G06001506,06,07704,0607704,G06007704,California,"San Joaquin County (North)--Lodi, Ripon & Escalon Cities",112,129,101082,147865,0,0,0,185647,163823,0,0,0,1571312939,2540194254,624929,0.04,0.02,077,2614930176.7242084,Hot-Dry & Mixed Dry
06,01601,0601601,G06001601,06,06101,0606101,G06006101,California,Placer County (Southwest)--Roseville City,108,108,135702,82333,1540,1.13,1.87,186452,124136,8762,4.7,7.06,3504655245,356650104,258971741,7.39,72.61,061,356617158.5061853,Hot-Dry & Mixed Dry
06,01601,0601601,G06001601,06,06102,0606102,G06006102,California,"Placer County (Central)--Rocklin, Lincoln Cities & Loomis Town",108,108,135702,59767,27863,20.53,46.62,186452,112465,65859,35.32,58.56,3504655245,194174791,152180718,4.34,78.37,061,194373182.73399436,Hot-Dry & Mixed Dry
06,01601,0601601,G06001601,06,06103,0606103,G06006103,California,Placer County (East/High Country Region)--Auburn & Colfax Cities,108,108,135702,106299,106299,78.33,100,186452,111831,111831,59.98,100,3504655245,3093287228,3093247495,88.26,100,061,3338723024.91518,Hot-Dry & Mixed Dry
06,01601,0601601,G06001601,06,10100,0610100,G06010100,California,Sutter & Yuba Counties--Yuba City,108,154,135702,139149,0,0,0,186452,166892,0,0,0,3504655245,3194675439,255291,0.01,0.01,115,1666840508.4263637,Hot-Dry & Mixed Dry
06,01602,0601602,G06001602,06,06101,0606101,G06006101,California,Placer County (Southwest)--Roseville City,108,108,112697,82333,80793,71.69,98.13,161980,124136,115374,71.23,92.94,139678898,356650104,97678362,69.93,27.39,061,356617158.5061853,Hot-Dry & Mixed Dry
06,01602,0601602,G06001602,06,06102,0606102,G06006102,California,"Placer County (Central)--Rocklin, Lincoln Cities & Loomis Town",108,108,112697,59767,31904,28.31,53.38,161980,112465,46606,28.77,41.44,139678898,194174791,41994073,30.06,21.63,061,194373182.73399436,Hot-Dry & Mixed Dry
06,01602,0601602,G06001602,06,06701,0606701,G06006701,California,Sacramento County (North Central)--Citrus Heights City,108,111,112697,106738,0,0,0,161980,105079,0,0,0,139678898,48672072,5463,0,0.01,067,48666091.76827949,Hot-Dry & Mixed Dry
06,01602,0601602,G06001602,06,06706,0606706,G06006706,California,"Sacramento County (North)--Sacramento City (North), Antelope & Rio Linda",108,112,112697,105693,0,0,0,161980,116635,0,0,0,139678898,95355896,1000,0,0,067,95365321.91878821,Hot-Dry & Mixed Dry
06,01700,0601700,G06001700,06,00300,0600300,G06000300,California,"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",64,59,156299,179291,0,0,0,182014,191208,0,0,0,4427337486,49496472367,3455415,0.08,0.01,027,26485161807.44328,Hot-Dry & Mixed Dry
06,01700,0601700,G06001700,06,01700,0601700,G06001700,California,El Dorado County--El Dorado Hills,64,64,156299,156299,156299,100,100,182014,181058,181058,99.47,100,4427337486,4422825065,4422799661,99.9,100,017,4625305196.036504,Hot-Dry & Mixed Dry
06,01700,0601700,G06001700,06,06711,0606711,G06006711,California,"Sacramento County (South)--Galt, Isleton Cities & Delta Region",64,112,156299,80564,0,0,0,182014,106501,0,0,0,4427337486,1425317236,252796,0.01,0.02,067,1482539898.175776,Hot-Dry & Mixed Dry
06,01700,0601700,G06001700,06,06712,0606712,G06006712,California,"Sacramento County (Northeast)--Folsom City, Orangevale & Fair Oaks (East)",64,112,156299,89375,0,0,0,182014,109170,956,0.53,0.88,4427337486,108482996,829614,0.02,0.76,067,115470881.30223536,Hot-Dry & Mixed Dry
06,01800,0601800,G06001800,06,00300,0600300,G06000300,California,"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",59,59,179291,179291,179291,100,100,191208,191208,191208,100,100,49493032571,49496472367,49493010478,100,99.99,027,26485161807.44328,Hot-Dry & Mixed Dry
06,01800,0601800,G06001800,06,01700,0601700,G06001700,California,El Dorado County--El Dorado Hills,59,64,179291,156299,0,0,0,191208,181058,0,0,0,49493032571,4422825065,21525,0,0,017,4625305196.036504,Hot-Dry & Mixed Dry
06,01800,0601800,G06001800,06,04702,0604702,G06004702,California,Merced County (Northeast)--Merced & Atwater Cities,59,103,179291,124858,0,0,0,191208,151176,0,0,0,49493032571,1139880534,246,0,0,047,1144962517.2191412,Hot-Dry & Mixed Dry
06,01800,0601800,G06001800,06,07704,0607704,G06007704,California,"San Joaquin County (North)--Lodi, Ripon & Escalon Cities",59,129,179291,147865,0,0,0,191208,163823,0,0,0,49493032571,2540194254,322,0,0,077,2614930176.7242084,Hot-Dry & Mixed Dry
06,01901,0601901,G06001901,06,07702,0607702,G06007702,California,San Joaquin County (Central)--Stockton City (South),129,129,110315,135237,110051,99.76,81.38,125005,152010,124098,99.27,81.64,79787791,79110775,59458445,74.52,75.16,077,81336693.17093182,Hot-Dry & Mixed Dry
06,01901,0601901,G06001901,06,07704,0607704,G06007704,California,"San Joaquin County (North)--Lodi, Ripon & Escalon Cities",129,129,110315,147865,264,0.24,0.18,125005,163823,907,0.73,0.55,79787791,2540194254,20329346,25.48,0.8,077,2614930176.7242084,Hot-Dry & Mixed Dry
06,01902,0601902,G06001902,06,07701,0607701,G06007701,California,San Joaquin County (Central)--Stockton City (North),129,129,133456,146175,133452,100,91.3,155893,173937,152894,98.08,87.9,57912560,98301763,56857029,98.18,57.84,077,101203949.61449127,Hot-Dry & Mixed Dry
06,01902,0601902,G06001902,06,07704,0607704,G06007704,California,"San Joaquin County (North)--Lodi, Ripon & Escalon Cities",129,129,133456,147865,4,0,0,155893,163823,2999,1.92,1.83,57912560,2540194254,1055532,1.82,0.04,077,2614930176.7242084,Hot-Dry & Mixed Dry
06,02001,0602001,G06002001,06,07703,0607703,G06007703,California,"San Joaquin County (South)--Tracy, Manteca & Lathrop Cities",129,129,149825,134321,134321,89.65,100,215009,195536,195536,90.94,100,1013795972,885121549,885121549,87.31,100,077,895613051.1651059,Hot-Dry & Mixed Dry
06,02001,0602001,G06002001,06,07704,0607704,G06007704,California,"San Joaquin County (North)--Lodi, Ripon & Escalon Cities",129,129,149825,147865,15504,10.35,10.49,215009,163823,19473,9.06,11.89,1013795972,2540194254,128497593,12.67,5.06,077,2614930176.7242084,Hot-Dry & Mixed Dry
06,02001,0602001,G06002001,06,09901,0609901,G06009901,California,"Stanislaus County (Southwest)--Ceres, Patterson & Newman Cities",129,153,149825,88346,0,0,0,215009,113557,0,0,0,1013795972,1970902867,176830,0.02,0.01,099,1977583312.2583516,Hot-Dry & Mixed Dry
06,02002,0602002,G06002002,06,07701,0607701,G06007701,California,San Joaquin County (Central)--Stockton City (North),129,129,170002,146175,12723,7.48,8.7,189399,173937,21043,11.11,12.1,2450783597,98301763,41444734,1.69,42.16,077,101203949.61449127,Hot-Dry & Mixed Dry
06,02002,0602002,G06002002,06,07702,0607702,G06007702,California,San Joaquin County (Central)--Stockton City (South),129,129,170002,135237,25186,14.82,18.62,189399,152010,27912,14.74,18.36,2450783597,79110775,19652330,0.8,24.84,077,81336693.17093182,Hot-Dry & Mixed Dry
06,02002,0602002,G06002002,06,07704,0607704,G06007704,California,"San Joaquin County (North)--Lodi, Ripon & Escalon Cities",129,129,170002,147865,132093,77.7,89.33,189399,163823,140444,74.15,85.73,2450783597,2540194254,2389686533,97.51,94.07,077,2614930176.7242084,Hot-Dry & Mixed Dry
06,02101,0602101,G06002101,06,01301,0601301,G06001301,California,Contra Costa County (Far Southwest)--Richmond (Southwest) & San Pablo Cities,62,62,126004,115024,115024,91.29,100,130739,114777,114768,87.78,99.99,67151964,52772731,52761708,78.57,99.98,013,51399740.003797024,Hot-Dry & Mixed Dry
06,02101,0602101,G06002101,06,01302,0601302,G06001302,California,"Contra Costa County (Far Northwest)--Richmond (North), Hercules & El Cerrito Cites",62,62,126004,108806,10980,8.71,10.09,130739,118671,15971,12.22,13.46,67151964,89997493,14390256,21.43,15.99,013,89429778.43936339,Hot-Dry & Mixed Dry
06,02102,0602102,G06002102,06,01301,0601301,G06001301,California,Contra Costa County (Far Southwest)--Richmond (Southwest) & San Pablo Cities,62,62,116435,115024,0,0,0,120159,114777,9,0.01,0.01,215399120,52772731,11023,0.01,0.02,013,51399740.003797024,Hot-Dry & Mixed Dry
06,02102,0602102,G06002102,06,01302,0601302,G06001302,California,"Contra Costa County (Far Northwest)--Richmond (North), Hercules & El Cerrito Cites",62,62,116435,108806,97826,84.02,89.91,120159,118671,102700,85.47,86.54,215399120,89997493,75607238,35.1,84.01,013,89429778.43936339,Hot-Dry & Mixed Dry
06,02102,0602102,G06002102,06,01303,0601303,G06001303,California,"Contra Costa County (Northwest)--Concord (West), Martinez & Pleasant Hill Cities",62,62,116435,129312,18609,15.98,14.39,120159,129625,17450,14.52,13.46,215399120,228074442,139780860,64.89,61.29,013,233800490.24701852,Hot-Dry & Mixed Dry
06,02103,0602103,G06002103,06,01303,0601303,G06001303,California,"Contra Costa County (Northwest)--Concord (West), Martinez & Pleasant Hill Cities",62,62,106258,129312,90067,84.76,69.65,107812,129625,91188,84.58,70.35,127749346,228074442,83141444,65.08,36.45,013,233800490.24701852,Hot-Dry & Mixed Dry
06,02103,0602103,G06002103,06,01304,0601304,G06001304,California,"Contra Costa County--Walnut Creek (West), Lafayette, Orinda Cities & Moraga Town",62,62,106258,117258,81,0.08,0.07,107812,117784,131,0.12,0.11,127749346,243040832,34676,0.03,0.01,013,243039370.16121694,Hot-Dry & Mixed Dry
