State,State FIPS,County FIPS,IECC Climate Zone,IECC Moisture Regime,BA Climate Zone,County Name
MA,25,13,5,A,Cold,Hampden
MA,25,15,5,A,Cold,Hampshire
MA,25,17,5,A,Cold,Middlesex
MA,25,19,5,A,Cold,Nantucket
MA,25,21,5,A,Cold,Norfolk
MA,25,23,5,A,Cold,Plymouth
MA,25,25,5,A,Cold,Suffolk
MA,25,27,5,A,Cold,Worcester
MD,24,1,4,A,Mixed-Humid,Allegany
MD,24,3,4,A,Mixed-Humid,Anne Arundel
MD,24,5,4,A,Mixed-Humid,Baltimore
MD,24,9,4,A,Mixed-Humid,Calvert
MD,24,11,4,A,Mixed-Humid,Caroline
MD,24,13,4,A,Mixed-Humid,Carroll
MD,24,15,4,A,Mixed-Humid,Cecil
MD,24,17,4,A,Mixed-Humid,Charles
MD,24,19,4,A,Mixed-Humid,Dorchester
MD,24,21,4,A,Mixed-Humid,Frederick
MD,24,23,5,A,Cold,Garrett
MD,24,25,4,A,Mixed-Humid,Harford
MD,24,27,4,A,Mixed-Humid,Howard
MD,24,29,4,A,Mixed-Humid,Kent
MD,24,31,4,A,Mixed-Humid,Montgomery
MD,24,33,4,A,Mixed-Humid,Prince George's
MD,24,35,4,A,Mixed-Humid,Queen Anne's
MD,24,37,4,A,Mixed-Humid,St. Mary's
MD,24,39,4,A,Mixed-Humid,Somerset
MD,24,41,4,A,Mixed-Humid,Talbot
MD,24,43,4,A,Mixed-Humid,Washington
MD,24,45,4,A,Mixed-Humid,Wicomico
MD,24,47,4,A,Mixed-Humid,Worcester
MD,24,510,4,A,Mixed-Humid,Baltimore
ME,23,1,6,A,Cold,Androscoggin
ME,23,3,7,N/A,Very Cold,Aroostook
ME,23,5,6,A,Cold,Cumberland
ME,23,7,6,A,Cold,Franklin
ME,23,9,6,A,Cold,Hancock
ME,23,11,6,A,Cold,Kennebec
ME,23,13,6,A,Cold,Knox
ME,23,15,6,A,Cold,Lincoln
ME,23,17,6,A,Cold,Oxford
ME,23,19,6,A,Cold,Penobscot
ME,23,21,6,A,Cold,Piscataquis
ME,23,23,6,A,Cold,Sagadahoc
ME,23,25,6,A,Cold,Somerset
ME,23,27,6,A,Cold,Waldo
ME,23,29,6,A,Cold,Washington
ME,23,31,6,A,Cold,York
MI,26,1,6,A,Cold,Alcona
MI,26,3,6,A,Cold,Alger
MI,26,5,5,A,Cold,Allegan
MI,26,7,6,A,Cold,Alpena
MI,26,9,6,A,Cold,Antrim
MI,26,11,6,A,Cold,Arenac
MI,26,13,7,N/A,Very Cold,Baraga
MI,26,15,5,A,Cold,Barry
MI,26,17,5,A,Cold,Bay
MI,26,19,6,A,Cold,Benzie
MI,26,21,5,A,Cold,Berrien
MI,26,23,5,A,Cold,Branch
MI,26,25,5,A,Cold,Calhoun
MI,26,27,5,A,Cold,Cass
MI,26,29,6,A,Cold,Charlevoix
MI,26,31,6,A,Cold,Cheboygan
MI,26,33,7,N/A,Very Cold,Chippewa
MI,26,35,6,A,Cold,Clare
MI,26,37,5,A,Cold,Clinton
MI,26,39,6,A,Cold,Crawford
MI,26,41,6,A,Cold,Delta
MI,26,43,6,A,Cold,Dickinson
MI,26,45,5,A,Cold,Eaton
MI,26,47,6,A,Cold,Emmet
MI,26,49,5,A,Cold,Genesee
MI,26,51,6,A,Cold,Gladwin
MI,26,53,7,N/A,Very Cold,Gogebic
MI,26,55,6,A,Cold,Grand Traverse
MI,26,57,5,A,Cold,Gratiot
MI,26,59,5,A,Cold,Hillsdale
MI,26,61,7,N/A,Very Cold,Houghton
MI,26,63,6,A,Cold,Huron
MI,26,65,5,A,Cold,Ingham
MI,26,67,5,A,Cold,Ionia
MI,26,69,6,A,Cold,Iosco
MI,26,71,7,N/A,Very Cold,Iron
MI,26,73,6,A,Cold,Isabella
MI,26,75,5,A,Cold,Jackson
MI,26,77,5,A,Cold,Kalamazoo
MI,26,79,6,A,Cold,Kalkaska
MI,26,81,5,A,Cold,Kent
MI,26,83,7,N/A,Very Cold,Keweenaw
MI,26,85,6,A,Cold,Lake
MI,26,87,5,A,Cold,Lapeer
MI,26,89,6,A,Cold,Leelanau
MI,26,91,5,A,Cold,Lenawee
MI,26,93,5,A,Cold,Livingston
MI,26,95,7,N/A,Very Cold,Luce
MI,26,97,7,N/A,Very Cold,Mackinac
MI,26,99,5,A,Cold,Macomb
MI,26,101,6,A,Cold,Manistee
MI,26,103,6,A,Cold,Marquette
MI,26,105,6,A,Cold,Mason
MI,26,107,6,A,Cold,Mecosta
MI,26,109,6,A,Cold,Menominee
MI,26,111,5,A,Cold,Midland
MI,26,113,6,A,Cold,Missaukee
MI,26,115,5,A,Cold,Monroe
MI,26,117,5,A,Cold,Montcalm
MI,26,119,6,A,Cold,Montmorency
MI,26,121,5,A,Cold,Muskegon
MI,26,123,6,A,Cold,Newaygo
MI,26,125,5,A,Cold,Oakland
MI,26,127,6,A,Cold,Oceana
MI,26,129,6,A,Cold,Ogemaw
MI,26,131,7,N/A,Very Cold,Ontonagon
MI,26,133,6,A,Cold,Osceola
MI,26,135,6,A,Cold,Oscoda
MI,26,137,6,A,Cold,Otsego
MI,26,139,5,A,Cold,Ottawa
MI,26,141,6,A,Cold,Presque Isle
MI,26,143,6,A,Cold,Roscommon
MI,26,145,5,A,Cold,Saginaw
MI,26,151,6,A,Cold,Sanilac
MI,26,153,7,N/A,Very Cold,Schoolcraft
MI,26,155,5,A,Cold,Shiawassee
MI,26,147,5,A,Cold,St. Clair
MI,26,149,5,A,Cold,St. Joseph
MI,26,157,5,A,Cold,Tuscola
MI,26,159,5,A,Cold,Van Buren
MI,26,161,5,A,Cold,Washtenaw
MI,26,163,5,A,Cold,Wayne
MI,26,165,6,A,Cold,Wexford
MN,27,1,7,N/A,Very Cold,Aitkin
MN,27,3,6,A,Cold,Anoka
MN,27,5,7,N/A,Very Cold,Becker
MN,27,7,7,N/A,Very Cold,Beltrami
MN,27,9,6,A,Cold,Benton
MN,27,11,6,A,Cold,Big Stone
MN,27,13,6,A,Cold,Blue Earth
MN,27,15,6,A,Cold,Brown
MN,27,17,7,N/A,Very Cold,Carlton
MN,27,19,6,A,Cold,Carver
MN,27,21,7,N/A,Very Cold,Cass
MN,27,23,6,A,Cold,Chippewa
MN,27,25,6,A,Cold,Chisago
MN,27,27,7,N/A,Very Cold,Clay
MN,27,29,7,N/A,Very Cold,Clearwater
MN,27,31,7,N/A,Very Cold,Cook
MN,27,33,6,A,Cold,Cottonwood
MN,27,35,7,N/A,Very Cold,Crow Wing
MN,27,37,6,A,Cold,Dakota
MN,27,39,6,A,Cold,Dodge
MN,27,41,6,A,Cold,Douglas
MN,27,43,6,A,Cold,Faribault
MN,27,45,6,A,Cold,Fillmore
MN,27,47,6,A,Cold,Freeborn
MN,27,49,6,A,Cold,Goodhue
MN,27,51,7,N/A,Very Cold,Grant
MN,27,53,6,A,Cold,Hennepin
MN,27,55,6,A,Cold,Houston
MN,27,57,7,N/A,Very Cold,Hubbard
MN,27,59,6,A,Cold,Isanti
MN,27,61,7,N/A,Very Cold,Itasca
MN,27,63,6,A,Cold,Jackson
MN,27,65,7,N/A,Very Cold,Kanabec
MN,27,67,6,A,Cold,Kandiyohi
MN,27,69,7,N/A,Very Cold,Kittson
MN,27,71,7,N/A,Very Cold,Koochiching
MN,27,73,6,A,Cold,Lac qui Parle
MN,27,75,7,N/A,Very Cold,Lake
MN,27,77,7,N/A,Very Cold,Lake of the Woods
MN,27,79,6,A,Cold,Le Sueur
MN,27,81,6,A,Cold,Lincoln
MN,27,83,6,A,Cold,Lyon
MN,27,87,7,N/A,Very Cold,Mahnomen
MN,27,89,7,N/A,Very Cold,Marshall
MN,27,91,6,A,Cold,Martin
MN,27,85,6,A,Cold,McLeod
MN,27,93,6,A,Cold,Meeker
MN,27,95,7,N/A,Very Cold,Mille Lacs
MN,27,97,6,A,Cold,Morrison
MN,27,99,6,A,Cold,Mower
MN,27,101,6,A,Cold,Murray
MN,27,103,6,A,Cold,Nicollet
MN,27,105,6,A,Cold,Nobles
MN,27,107,7,N/A,Very Cold,Norman
MN,27,109,6,A,Cold,Olmsted
MN,27,111,7,N/A,Very Cold,Otter Tail
MN,27,113,7,N/A,Very Cold,Pennington
MN,27,115,7,N/A,Very Cold,Pine
MN,27,117,6,A,Cold,Pipestone
MN,27,119,7,N/A,Very Cold,Polk
MN,27,121,6,A,Cold,Pope
MN,27,123,6,A,Cold,Ramsey
MN,27,125,7,N/A,Very Cold,Red Lake
MN,27,127,6,A,Cold,Redwood
MN,27,129,6,A,Cold,Renville
MN,27,131,6,A,Cold,Rice
MN,27,133,6,A,Cold,Rock
MN,27,135,7,N/A,Very Cold,Roseau
MN,27,139,6,A,Cold,Scott
MN,27,141,6,A,Cold,Sherburne
MN,27,143,6,A,Cold,Sibley
MN,27,137,7,N/A,Very Cold,St. Louis
MN,27,145,6,A,Cold,Stearns
MN,27,147,6,A,Cold,Steele
MN,27,149,6,A,Cold,Stevens
MN,27,151,6,A,Cold,Swift
MN,27,153,6,A,Cold,Todd
MN,27,155,6,A,Cold,Traverse
MN,27,157,6,A,Cold,Wabasha
MN,27,159,7,N/A,Very Cold,Wadena
MN,27,161,6,A,Cold,Waseca
MN,27,163,6,A,Cold,Washington
MN,27,165,6,A,Cold,Watonwan
MN,27,167,7,N/A,Very Cold,Wilkin
MN,27,169,6,A,Cold,Winona
MN,27,171,6,A,Cold,Wright
MN,27,173,6,A,Cold,Yellow Medicine
MO,29,1,5,A,Cold,Adair
MO,29,3,5,A,Cold,Andrew
MO,29,5,5,A,Cold,Atchison
MO,29,7,4,A,Mixed-Humid,Audrain
MO,29,9,4,A,Mixed-Humid,Barry
MO,29,11,4,A,Mixed-Humid,Barton
MO,29,13,4,A,Mixed-Humid,Bates
MO,29,15,4,A,Mixed-Humid,Benton
MO,29,17,4,A,Mixed-Humid,Bollinger
MO,29,19,4,A,Mixed-Humid,Boone
MO,29,21,5,A,Cold,Buchanan
MO,29,23,4,A,Mixed-Humid,Butler
MO,29,25,5,A,Cold,Caldwell
MO,29,27,4,A,Mixed-Humid,Callaway
MO,29,29,4,A,Mixed-Humid,Camden
MO,29,31,4,A,Mixed-Humid,Cape Girardeau
MO,29,33,4,A,Mixed-Humid,Carroll
MO,29,35,4,A,Mixed-Humid,Carter
MO,29,37,4,A,Mixed-Humid,Cass
MO,29,39,4,A,Mixed-Humid,Cedar
MO,29,41,5,A,Cold,Chariton
MO,29,43,4,A,Mixed-Humid,Christian
MO,29,45,5,A,Cold,Clark
MO,29,47,4,A,Mixed-Humid,Clay
MO,29,49,5,A,Cold,Clinton
MO,29,51,4,A,Mixed-Humid,Cole
MO,29,53,4,A,Mixed-Humid,Cooper
MO,29,55,4,A,Mixed-Humid,Crawford
MO,29,57,4,A,Mixed-Humid,Dade
MO,29,59,4,A,Mixed-Humid,Dallas
MO,29,61,5,A,Cold,Daviess
MO,29,63,5,A,Cold,DeKalb
MO,29,65,4,A,Mixed-Humid,Dent
MO,29,67,4,A,Mixed-Humid,Douglas
MO,29,69,4,A,Mixed-Humid,Dunklin
MO,29,71,4,A,Mixed-Humid,Franklin
MO,29,73,4,A,Mixed-Humid,Gasconade
MO,29,75,5,A,Cold,Gentry
MO,29,77,4,A,Mixed-Humid,Greene
MO,29,79,5,A,Cold,Grundy
MO,29,81,5,A,Cold,Harrison
MO,29,83,4,A,Mixed-Humid,Henry
MO,29,85,4,A,Mixed-Humid,Hickory
MO,29,87,5,A,Cold,Holt
MO,29,89,4,A,Mixed-Humid,Howard
MO,29,91,4,A,Mixed-Humid,Howell
MO,29,93,4,A,Mixed-Humid,Iron
MO,29,95,4,A,Mixed-Humid,Jackson
MO,29,97,4,A,Mixed-Humid,Jasper
MO,29,99,4,A,Mixed-Humid,Jefferson
MO,29,101,4,A,Mixed-Humid,Johnson
MO,29,103,5,A,Cold,Knox
MO,29,105,4,A,Mixed-Humid,Laclede
MO,29,107,4,A,Mixed-Humid,Lafayette
MO,29,109,4,A,Mixed-Humid,Lawrence
MO,29,111,5,A,Cold,Lewis
MO,29,113,4,A,Mixed-Humid,Lincoln
MO,29,115,5,A,Cold,Linn
MO,29,117,5,A,Cold,Livingston
MO,29,121,5,A,Cold,Macon
MO,29,123,4,A,Mixed-Humid,Madison
MO,29,125,4,A,Mixed-Humid,Maries
MO,29,127,5,A,Cold,Marion
MO,29,119,4,A,Mixed-Humid,McDonald
MO,29,129,5,A,Cold,Mercer
MO,29,131,4,A,Mixed-Humid,Miller
MO,29,133,4,A,Mixed-Humid,Mississippi
MO,29,135,4,A,Mixed-Humid,Moniteau
MO,29,137,4,A,Mixed-Humid,Monroe
MO,29,139,4,A,Mixed-Humid,Montgomery
MO,29,141,4,A,Mixed-Humid,Morgan
MO,29,143,4,A,Mixed-Humid,New Madrid
MO,29,145,4,A,Mixed-Humid,Newton
MO,29,147,5,A,Cold,Nodaway
MO,29,149,4,A,Mixed-Humid,Oregon
MO,29,151,4,A,Mixed-Humid,Osage
MO,29,153,4,A,Mixed-Humid,Ozark
MO,29,155,4,A,Mixed-Humid,Pemiscot
MO,29,157,4,A,Mixed-Humid,Perry
MO,29,159,4,A,Mixed-Humid,Pettis
MO,29,161,4,A,Mixed-Humid,Phelps
MO,29,163,5,A,Cold,Pike
MO,29,165,4,A,Mixed-Humid,Platte
MO,29,167,4,A,Mixed-Humid,Polk
MO,29,169,4,A,Mixed-Humid,Pulaski
MO,29,171,5,A,Cold,Putnam
MO,29,173,5,A,Cold,Ralls
MO,29,175,4,A,Mixed-Humid,Randolph
MO,29,177,4,A,Mixed-Humid,Ray
MO,29,179,4,A,Mixed-Humid,Reynolds
MO,29,181,4,A,Mixed-Humid,Ripley
MO,29,195,4,A,Mixed-Humid,Saline
MO,29,197,5,A,Cold,Schuyler
MO,29,199,5,A,Cold,Scotland
MO,29,201,4,A,Mixed-Humid,Scott
MO,29,203,4,A,Mixed-Humid,Shannon
MO,29,205,5,A,Cold,Shelby
MO,29,183,4,A,Mixed-Humid,St. Charles
MO,29,185,4,A,Mixed-Humid,St. Clair
MO,29,187,4,A,Mixed-Humid,St. Francois
MO,29,189,4,A,Mixed-Humid,St. Louis
MO,29,510,4,A,Mixed-Humid,St. Louis (city)
MO,29,186,4,A,Mixed-Humid,Ste. Genevieve
MO,29,207,4,A,Mixed-Humid,Stoddard
MO,29,209,4,A,Mixed-Humid,Stone
MO,29,211,5,A,Cold,Sullivan
MO,29,213,4,A,Mixed-Humid,Taney
MO,29,215,4,A,Mixed-Humid,Texas
MO,29,217,4,A,Mixed-Humid,Vernon
MO,29,219,4,A,Mixed-Humid,Warren
MO,29,221,4,A,Mixed-Humid,Washington
MO,29,223,4,A,Mixed-Humid,Wayne
MO,29,225,4,A,Mixed-Humid,Webster
MO,29,227,5,A,Cold,Worth
MO,29,229,4,A,Mixed-Humid,Wright
MP,69,85,1,A,Hot-Humid,Northern Islands
MP,69,100,1,A,Hot-Humid,Rota
MP,69,110,1,A,Hot-Humid,Saipan
MP,69,120,1,A,Hot-Humid,Tinian
MS,28,1,3,A,Hot-Humid,Adams
MS,28,3,3,A,Mixed-Humid,Alcorn
MS,28,5,3,A,Hot-Humid,Amite
MS,28,7,3,A,Mixed-Humid,Attala
MS,28,9,3,A,Mixed-Humid,Benton
MS,28,11,3,A,Mixed-Humid,Bolivar
MS,28,13,3,A,Mixed-Humid,Calhoun
MS,28,15,3,A,Mixed-Humid,Carroll
MS,28,17,3,A,Mixed-Humid,Chickasaw
MS,28,19,3,A,Mixed-Humid,Choctaw
MS,28,21,3,A,Hot-Humid,Claiborne
MS,28,23,3,A,Mixed-Humid,Clarke
MS,28,25,3,A,Mixed-Humid,Clay
MS,28,27,3,A,Mixed-Humid,Coahoma
MS,28,29,3,A,Hot-Humid,Copiah
MS,28,31,3,A,Hot-Humid,Covington
MS,28,33,3,A,Mixed-Humid,DeSoto
MS,28,35,3,A,Hot-Humid,Forrest
MS,28,37,3,A,Hot-Humid,Franklin
MS,28,39,3,A,Hot-Humid,George
MS,28,41,3,A,Hot-Humid,Greene
MS,28,43,3,A,Mixed-Humid,Grenada
MS,28,45,2,A,Hot-Humid,Hancock
MS,28,47,2,A,Hot-Humid,Harrison
MS,28,49,3,A,Hot-Humid,Hinds
MS,28,51,3,A,Mixed-Humid,Holmes
MS,28,53,3,A,Mixed-Humid,Humphreys
MS,28,55,3,A,Mixed-Humid,Issaquena
MS,28,57,3,A,Mixed-Humid,Itawamba
MS,28,59,2,A,Hot-Humid,Jackson
MS,28,61,3,A,Mixed-Humid,Jasper
MS,28,63,3,A,Hot-Humid,Jefferson
MS,28,65,3,A,Hot-Humid,Jefferson Davis
MS,28,67,3,A,Hot-Humid,Jones
MS,28,69,3,A,Mixed-Humid,Kemper
MS,28,71,3,A,Mixed-Humid,Lafayette
MS,28,73,3,A,Hot-Humid,Lamar
MS,28,75,3,A,Mixed-Humid,Lauderdale
MS,28,77,3,A,Hot-Humid,Lawrence
MS,28,79,3,A,Mixed-Humid,Leake
MS,28,81,3,A,Mixed-Humid,Lee
MS,28,83,3,A,Mixed-Humid,Leflore
MS,28,85,3,A,Hot-Humid,Lincoln
MS,28,87,3,A,Mixed-Humid,Lowndes
MS,28,89,3,A,Mixed-Humid,Madison
MS,28,91,3,A,Hot-Humid,Marion
MS,28,93,3,A,Mixed-Humid,Marshall
MS,28,95,3,A,Mixed-Humid,Monroe
MS,28,97,3,A,Mixed-Humid,Montgomery
MS,28,99,3,A,Mixed-Humid,Neshoba
MS,28,101,3,A,Mixed-Humid,Newton
MS,28,103,3,A,Mixed-Humid,Noxubee
MS,28,105,3,A,Mixed-Humid,Oktibbeha
MS,28,107,3,A,Mixed-Humid,Panola
MS,28,109,2,A,Hot-Humid,Pearl River
MS,28,111,3,A,Hot-Humid,Perry
MS,28,113,3,A,Hot-Humid,Pike
MS,28,115,3,A,Mixed-Humid,Pontotoc
MS,28,117,3,A,Mixed-Humid,Prentiss
MS,28,119,3,A,Mixed-Humid,Quitman
MS,28,121,3,A,Hot-Humid,Rankin
MS,28,123,3,A,Mixed-Humid,Scott
MS,28,125,3,A,Mixed-Humid,Sharkey
MS,28,127,3,A,Hot-Humid,Simpson
MS,28,129,3,A,Hot-Humid,Smith
MS,28,131,2,A,Hot-Humid,Stone
MS,28,133,3,A,Mixed-Humid,Sunflower
MS,28,135,3,A,Mixed-Humid,Tallahatchie
MS,28,137,3,A,Mixed-Humid,Tate
MS,28,139,3,A,Mixed-Humid,Tippah
MS,28,141,3,A,Mixed-Humid,Tishomingo
MS,28,143,3,A,Mixed-Humid,Tunica
MS,28,145,3,A,Mixed-Humid,Union
MS,28,147,3,A,Hot-Humid,Walthall
MS,28,149,3,A,Hot-Humid,Warren
MS,28,151,3,A,Mixed-Humid,Washington
MS,28,153,3,A,Hot-Humid,Wayne
MS,28,155,3,A,Mixed-Humid,Webster
MS,28,157,3,A,Hot-Humid,Wilkinson
MS,28,159,3,A,Mixed-Humid,Winston
MS,28,161,3,A,Mixed-Humid,Yalobusha
MS,28,163,3,A,Mixed-Humid,Yazoo
MT,30,1,6,B,Cold,Beaverhead
MT,30,3,6,B,Cold,Big Horn
MT,30,5,6,B,Cold,Blaine
MT,30,7,6,B,Cold,Broadwater
MT,30,9,6,B,Cold,Carbon
MT,30,11,6,B,Cold,Carter
MT,30,13,6,B,Cold,Cascade
MT,30,15,6,B,Cold,Chouteau
MT,30,17,6,B,Cold,Custer
MT,30,19,6,B,Cold,Daniels
MT,30,21,6,B,Cold,Dawson
MT,30,23,6,B,Cold,Deer Lodge
MT,30,25,6,B,Cold,Fallon
MT,30,27,6,B,Cold,Fergus
MT,30,29,6,B,Cold,Flathead
MT,30,31,6,B,Cold,Gallatin
MT,30,33,6,B,Cold,Garfield
MT,30,35,6,B,Cold,Glacier
MT,30,37,6,B,Cold,Golden Valley
MT,30,39,6,B,Cold,Granite
MT,30,41,6,B,Cold,Hill
MT,30,43,6,B,Cold,Jefferson
MT,30,45,6,B,Cold,Judith Basin
MT,30,47,6,B,Cold,Lake
MT,30,49,6,B,Cold,Lewis and Clark
MT,30,51,6,B,Cold,Liberty
MT,30,53,6,B,Cold,Lincoln
MT,30,57,6,B,Cold,Madison
MT,30,55,6,B,Cold,McCone
MT,30,59,6,B,Cold,Meagher
MT,30,61,6,B,Cold,Mineral
MT,30,63,6,B,Cold,Missoula
MT,30,65,6,B,Cold,Musselshell
MT,30,67,6,B,Cold,Park
MT,30,69,6,B,Cold,Petroleum
MT,30,71,6,B,Cold,Phillips
MT,30,73,6,B,Cold,Pondera
MT,30,75,6,B,Cold,Powder River
MT,30,77,6,B,Cold,Powell
MT,30,79,6,B,Cold,Prairie
MT,30,81,6,B,Cold,Ravalli
MT,30,83,6,B,Cold,Richland
MT,30,85,6,B,Cold,Roosevelt
MT,30,87,6,B,Cold,Rosebud
MT,30,89,6,B,Cold,Sanders
MT,30,91,6,B,Cold,Sheridan
MT,30,93,6,B,Cold,Silver Bow
MT,30,95,6,B,Cold,Stillwater
MT,30,97,6,B,Cold,Sweet Grass
MT,30,99,6,B,Cold,Teton
MT,30,101,6,B,Cold,Toole
MT,30,103,6,B,Cold,Treasure
MT,30,105,6,B,Cold,Valley
MT,30,107,6,B,Cold,Wheatland
MT,30,109,6,B,Cold,Wibaux
MT,30,111,6,B,Cold,Yellowstone
NC,37,1,4,A,Mixed-Humid,Alamance
NC,37,3,4,A,Mixed-Humid,Alexander
NC,37,5,5,A,Cold,Alleghany
NC,37,7,3,A,Mixed-Humid,Anson
NC,37,9,5,A,Cold,Ashe
NC,37,11,5,A,Cold,Avery
NC,37,13,3,A,Mixed-Humid,Beaufort
NC,37,15,4,A,Mixed-Humid,Bertie
NC,37,17,3,A,Mixed-Humid,Bladen
NC,37,19,3,A,Hot-Humid,Brunswick
NC,37,21,4,A,Mixed-Humid,Buncombe
NC,37,23,4,A,Mixed-Humid,Burke
NC,37,25,3,A,Mixed-Humid,Cabarrus
NC,37,27,4,A,Mixed-Humid,Caldwell
NC,37,29,3,A,Mixed-Humid,Camden
NC,37,31,3,A,Hot-Humid,Carteret
NC,37,33,4,A,Mixed-Humid,Caswell
NC,37,35,4,A,Mixed-Humid,Catawba
NC,37,37,4,A,Mixed-Humid,Chatham
NC,37,39,4,A,Mixed-Humid,Cherokee
NC,37,41,3,A,Mixed-Humid,Chowan
NC,37,43,4,A,Mixed-Humid,Clay
NC,37,45,4,A,Mixed-Humid,Cleveland
NC,37,47,3,A,Hot-Humid,Columbus
NC,37,49,3,A,Mixed-Humid,Craven
NC,37,51,3,A,Mixed-Humid,Cumberland
NC,37,53,3,A,Mixed-Humid,Currituck
NC,37,55,3,A,Mixed-Humid,Dare
NC,37,57,3,A,Mixed-Humid,Davidson
NC,37,59,4,A,Mixed-Humid,Davie
NC,37,61,3,A,Mixed-Humid,Duplin
NC,37,63,4,A,Mixed-Humid,Durham
NC,37,65,3,A,Mixed-Humid,Edgecombe
NC,37,67,4,A,Mixed-Humid,Forsyth
NC,37,69,4,A,Mixed-Humid,Franklin
NC,37,71,3,A,Mixed-Humid,Gaston
NC,37,73,4,A,Mixed-Humid,Gates
NC,37,75,4,A,Mixed-Humid,Graham
NC,37,77,4,A,Mixed-Humid,Granville
NC,37,79,3,A,Mixed-Humid,Greene
NC,37,81,4,A,Mixed-Humid,Guilford
NC,37,83,4,A,Mixed-Humid,Halifax
NC,37,85,4,A,Mixed-Humid,Harnett
NC,37,87,4,A,Mixed-Humid,Haywood
NC,37,89,4,A,Mixed-Humid,Henderson
NC,37,91,4,A,Mixed-Humid,Hertford
NC,37,93,3,A,Mixed-Humid,Hoke
NC,37,95,3,A,Mixed-Humid,Hyde
NC,37,97,4,A,Mixed-Humid,Iredell
NC,37,99,4,A,Mixed-Humid,Jackson
NC,37,101,3,A,Mixed-Humid,Johnston
NC,37,103,3,A,Mixed-Humid,Jones
NC,37,105,4,A,Mixed-Humid,Lee
NC,37,107,3,A,Mixed-Humid,Lenoir
NC,37,109,4,A,Mixed-Humid,Lincoln
NC,37,113,4,A,Mixed-Humid,Macon
NC,37,115,4,A,Mixed-Humid,Madison
NC,37,117,3,A,Mixed-Humid,Martin
NC,37,111,4,A,Mixed-Humid,McDowell
NC,37,119,3,A,Mixed-Humid,Mecklenburg
NC,37,121,5,A,Cold,Mitchell
NC,37,123,3,A,Mixed-Humid,Montgomery
NC,37,125,3,A,Mixed-Humid,Moore
NC,37,127,4,A,Mixed-Humid,Nash
NC,37,129,3,A,Hot-Humid,New Hanover
NC,37,131,4,A,Mixed-Humid,Northampton
NC,37,133,3,A,Hot-Humid,Onslow
NC,37,135,4,A,Mixed-Humid,Orange
NC,37,137,3,A,Mixed-Humid,Pamlico
NC,37,139,3,A,Mixed-Humid,Pasquotank
NC,37,141,3,A,Hot-Humid,Pender
NC,37,143,3,A,Mixed-Humid,Perquimans
NC,37,145,4,A,Mixed-Humid,Person
NC,37,147,3,A,Mixed-Humid,Pitt
NC,37,149,4,A,Mixed-Humid,Polk
NC,37,151,3,A,Mixed-Humid,Randolph
NC,37,153,3,A,Mixed-Humid,Richmond
NC,37,155,3,A,Mixed-Humid,Robeson
NC,37,157,4,A,Mixed-Humid,Rockingham
NC,37,159,3,A,Mixed-Humid,Rowan
NC,37,161,4,A,Mixed-Humid,Rutherford
NC,37,163,3,A,Mixed-Humid,Sampson
NC,37,165,3,A,Mixed-Humid,Scotland
NC,37,167,3,A,Mixed-Humid,Stanly
NC,37,169,4,A,Mixed-Humid,Stokes
NC,37,171,4,A,Mixed-Humid,Surry
NC,37,173,4,A,Mixed-Humid,Swain
NC,37,175,4,A,Mixed-Humid,Transylvania
NC,37,177,3,A,Mixed-Humid,Tyrrell
NC,37,179,3,A,Mixed-Humid,Union
NC,37,181,4,A,Mixed-Humid,Vance
NC,37,183,4,A,Mixed-Humid,Wake
NC,37,185,4,A,Mixed-Humid,Warren
NC,37,187,3,A,Mixed-Humid,Washington
NC,37,189,5,A,Cold,Watauga
NC,37,191,3,A,Mixed-Humid,Wayne
NC,37,193,4,A,Mixed-Humid,Wilkes
NC,37,195,3,A,Mixed-Humid,Wilson
NC,37,197,4,A,Mixed-Humid,Yadkin
NC,37,199,5,A,Cold,Yancey
ND,38,1,6,A,Cold,Adams
ND,38,3,7,N/A,Very Cold,Barnes
ND,38,5,7,N/A,Very Cold,Benson
ND,38,7,6,A,Cold,Billings
ND,38,9,7,N/A,Very Cold,Bottineau
ND,38,11,6,A,Cold,Bowman
ND,38,13,7,N/A,Very Cold,Burke
ND,38,15,6,A,Cold,Burleigh
ND,38,17,7,N/A,Very Cold,Cass
ND,38,19,7,N/A,Very Cold,Cavalier
ND,38,21,6,A,Cold,Dickey
ND,38,23,7,N/A,Very Cold,Divide
ND,38,25,6,A,Cold,Dunn
ND,38,27,7,N/A,Very Cold,Eddy
ND,38,29,6,A,Cold,Emmons
ND,38,31,7,N/A,Very Cold,Foster
ND,38,33,6,A,Cold,Golden Valley
ND,38,35,7,N/A,Very Cold,Grand Forks
ND,38,37,6,A,Cold,Grant
ND,38,39,7,N/A,Very Cold,Griggs
ND,38,41,6,A,Cold,Hettinger
ND,38,43,7,N/A,Very Cold,Kidder
ND,38,45,6,A,Cold,LaMoure
ND,38,47,6,A,Cold,Logan
ND,38,49,7,N/A,Very Cold,McHenry
ND,38,51,6,A,Cold,McIntosh
ND,38,53,6,A,Cold,McKenzie
ND,38,55,7,N/A,Very Cold,McLean
ND,38,57,6,A,Cold,Mercer
ND,38,59,6,A,Cold,Morton
ND,38,61,7,N/A,Very Cold,Mountrail
ND,38,63,7,N/A,Very Cold,Nelson
ND,38,65,6,A,Cold,Oliver
ND,38,67,7,N/A,Very Cold,Pembina
